Date,Number of dates,length
1902-03-17,45,26326
1902-03-18,49,28210
1902-03-19,52,25814
1902-03-20,48,27041
1902-03-21,60,24730
1902-03-22,47,24581
1902-03-23,47,26011
1902-03-24,43,25163
1902-03-25,31,27581
1902-03-26,20,27483
1902-03-27,61,26876
1902-03-28,50,28291
1902-03-29,63,24334
1902-03-30,80,28425
1902-03-31,32,27519
1902-04-01,44,29882
1902-04-02,32,26883
1902-04-03,50,26980
1902-04-04,53,26601
1902-04-05,56,24748
1902-04-06,65,25571
1902-04-07,52,26396
1902-04-08,55,28136
1902-04-09,55,25157
1902-04-10,45,26416
1902-04-11,64,28004
1902-04-12,48,25611
1902-04-13,44,28700
1902-04-14,31,27866
1902-04-15,40,26422
1902-04-16,31,24884
1902-04-17,45,27521
1902-04-18,28,29872
1902-04-19,30,24997
1902-04-20,26,28192
1902-04-21,23,12451
1902-04-22,34,27178
1902-04-23,36,25659
1902-04-24,29,27775
1902-04-25,35,28339
1902-04-26,22,24610
1902-04-27,36,26650
1902-04-28,39,14144
1902-04-29,42,22584
1902-04-30,42,22845
1902-05-01,45,28253
1902-05-02,20,29202
1902-05-03,77,25256
1902-05-04,43,25482
1902-05-05,38,26202
1902-05-06,36,28303
1902-05-07,25,25643
1902-05-08,60,26117
1902-05-09,37,30782
1902-05-10,46,25160
1902-05-11,36,30228
1902-05-12,65,25155
1902-05-13,30,26471
1902-05-14,46,25157
1902-05-15,33,27078
1902-05-16,98,27198
1902-05-17,43,25362
1902-05-18,53,27525
1902-05-19,55,27488
1902-05-20,45,31097
1902-05-21,50,25815
1902-05-22,42,27351
1902-05-23,28,28041
1902-05-24,25,15285
1902-05-25,66,28059
1902-05-26,54,27076
1902-05-27,38,28684
1902-05-28,30,26074
1902-05-29,64,27506
1902-05-30,54,29211
1902-05-31,36,24879
1902-06-01,57,26216
1902-06-02,43,25532
1902-06-03,72,28787
1902-06-04,48,25318
1902-06-05,47,26669
1902-06-06,45,28492
1902-06-07,27,24147
1902-06-08,70,27623
1902-06-09,33,26283
1902-06-10,54,27349
1902-06-11,36,27690
1902-06-12,33,28203
1902-06-13,27,27958
1902-06-14,33,23447
1902-06-15,59,26018
1902-06-16,41,25300
1902-06-17,26,28006
1902-06-18,45,26806
1902-06-19,30,27579
1902-06-20,57,28596
1902-06-21,35,22634
1902-06-22,41,26655
1902-06-23,34,24745
1902-06-24,43,27777
1902-06-25,22,26318
1902-06-26,32,27304
1902-06-27,47,29038
1902-06-28,57,25135
1902-06-29,63,25889
1902-06-30,47,26052
1902-07-01,24,27247
1902-07-02,37,26422
1902-07-03,39,28356
1902-07-04,40,28621
1902-07-05,43,25180
1902-07-06,37,27694
1902-07-07,35,25869
1902-07-08,41,28646
1902-07-09,38,26513
1902-07-10,35,27742
1902-07-11,68,29392
1902-07-12,34,25388
1902-07-13,44,28640
1902-07-14,41,25005
1902-07-15,38,29480
1902-07-16,30,26630
1902-07-17,29,27506
1902-07-18,75,28257
1902-07-19,28,24903
1902-07-20,48,27769
1902-07-21,56,26361
1902-07-22,83,28226
1902-07-23,47,27460
1902-07-24,34,27882
1902-07-25,54,28847
1902-07-26,29,24893
1902-07-27,46,27549
1902-07-28,35,25854
1902-07-29,60,28456
1902-07-30,34,26763
1902-07-31,47,27409
1902-08-01,48,28429
1902-08-02,54,24844
1902-08-03,43,28244
1902-08-04,47,29836
1902-08-05,23,23510
1902-08-06,63,26539
1902-08-07,35,28946
1902-08-08,47,27429
1902-08-09,35,24808
1902-08-10,41,27543
1902-08-11,42,26155
1902-08-12,42,27240
1902-08-14,36,27653
1902-08-16,56,27513
1902-08-17,55,30364
1902-08-18,44,28344
1902-08-19,25,28853
1902-08-20,31,27220
1902-08-21,56,27352
1902-08-22,37,26701
1902-08-23,70,24432
1902-08-24,40,28028
1902-08-25,36,29646
1902-08-26,62,25390
1902-08-27,52,28081
1902-08-28,24,28142
1902-08-29,32,28294
1902-08-30,48,24890
1902-08-31,38,28366
1902-09-01,40,23933
1902-09-02,44,28233
1902-09-03,33,27300
1902-09-04,62,27005
1902-09-05,54,29663
1902-09-06,49,25723
1902-09-07,65,29223
1902-09-08,39,26632
1902-09-09,41,28871
1902-09-10,41,26801
1902-09-11,46,28370
1902-09-12,35,27523
1902-09-13,29,25627
1902-09-14,37,24957
1902-09-15,51,26187
1902-09-16,70,29229
1902-09-17,34,27883
1902-09-18,51,27414
1902-09-19,48,28230
1902-09-20,63,26082
1902-09-21,37,24628
1902-09-22,31,27741
1902-09-23,33,28076
1902-09-24,36,27351
1902-09-25,57,27312
1902-09-26,40,28684
1902-09-27,30,25467
1902-09-28,19,25039
1902-09-29,33,26818
1902-09-30,25,28594
1902-10-01,48,25933
1902-10-02,72,27206
1902-10-03,48,28522
1902-10-04,38,24815
1902-10-05,30,21679
1902-10-06,33,27952
1902-10-07,41,28933
1902-10-08,36,25018
1902-10-09,33,27435
1902-10-10,48,29208
1902-10-11,37,24573
1902-10-12,51,28061
1902-10-13,83,27232
1902-10-14,26,28793
1902-10-15,31,24451
1902-10-16,25,28518
1902-10-17,44,27685
1902-10-18,22,25987
1902-10-19,44,25779
1902-10-20,50,26340
1902-10-21,41,29162
1902-10-22,44,24772
1902-10-23,27,28359
1902-10-24,39,28436
1902-10-25,45,25835
1902-10-26,52,28832
1902-10-27,35,26521
1902-10-28,28,28202
1902-10-29,34,25007
1902-10-30,51,27978
1902-10-31,25,27805
1902-11-01,73,24644
1902-11-02,54,29079
1902-11-03,32,26608
1902-11-04,43,28429
1902-11-05,46,25587
1902-11-06,38,27978
1902-11-07,37,27337
1902-11-08,35,25660
1902-11-09,36,26465
1902-11-10,54,25624
1902-11-11,43,28038
1902-11-12,54,24974
1902-11-13,33,26035
1902-11-14,46,29206
1902-11-15,18,24333
1902-11-16,67,28877
1902-11-17,45,27253
1902-11-18,42,28463
1902-11-19,24,25732
1902-11-20,36,28019
1902-11-21,33,27941
1902-11-22,52,25402
1902-11-23,57,25898
1902-11-24,45,26770
1902-11-25,36,28978
1902-11-26,25,23463
1902-11-27,31,26941
1902-11-28,32,28333
1902-11-29,30,24585
1902-11-30,50,24608
1902-12-01,64,30181
1902-12-02,37,24741
1902-12-03,45,24948
1902-12-04,19,27531
1902-12-05,72,28772
1902-12-06,57,28337
1902-12-07,45,24806
1902-12-08,42,25835
1902-12-09,58,28133
1902-12-10,29,28331
1902-12-11,53,28011
1902-12-12,39,27353
1902-12-13,33,25846
1902-12-14,84,25979
1902-12-15,54,26145
1902-12-16,58,27052
1902-12-17,79,26180
1902-12-18,17,23265
1902-12-19,46,25546
1902-12-20,46,24853
1902-12-21,46,27220
1902-12-22,34,28464
1902-12-23,49,26263
1902-12-24,46,23985
1902-12-26,19,28183
1902-12-27,55,23709
1902-12-28,40,28709
1902-12-29,40,26159
1902-12-30,43,26880
1902-12-31,45,27370
1903-01-01,44,26728
1903-01-02,44,29413
1903-01-03,66,24491
1903-01-04,60,26384
1903-01-05,33,24848
1903-01-06,51,29076
1903-01-07,40,26680
1903-01-08,37,27870
1903-01-09,77,29293
1903-01-10,42,25532
1903-01-11,70,28533
1903-01-12,34,25829
1903-01-13,71,29351
1903-01-14,44,26861
1903-01-15,57,26680
1903-01-16,32,27572
1903-01-17,63,25742
1903-01-18,86,26556
1903-01-19,53,25434
1903-01-21,32,27596
1903-01-22,41,27488
1903-01-23,53,29285
1903-01-24,62,25795
1903-01-25,63,24631
1903-01-26,62,25541
1903-01-27,35,28540
1903-01-28,42,25364
1903-01-29,50,28594
1903-01-30,25,28159
1903-01-31,39,26904
1903-02-01,43,26740
1903-02-02,39,26293
1903-02-03,54,29173
1903-02-04,45,24948
1903-02-05,48,26196
1903-02-06,75,28214
1903-02-07,31,27388
1903-02-08,60,27978
1903-02-09,51,27232
1903-02-10,63,27618
1903-02-11,50,21357
1903-02-12,48,27729
1903-02-13,69,27879
1903-02-14,73,26268
1903-02-15,47,25490
1903-02-16,39,25223
1903-02-17,42,29924
1903-02-18,42,25178
1903-02-19,80,26368
1903-02-20,49,28837
1903-02-21,83,26146
1903-02-22,51,28601
1903-02-23,36,25789
1903-02-24,38,26145
1903-02-25,25,25971
1903-02-26,68,25718
1903-02-27,75,26999
1903-02-28,38,22935
1903-03-01,35,19791
1903-03-02,28,26107
1903-03-03,91,29329
1903-03-04,44,27109
1903-03-05,51,27669
1903-03-06,79,28849
1903-03-07,46,25706
1903-03-08,24,23962
1903-03-09,51,25574
1903-03-10,65,28712
1903-03-11,53,23635
1903-03-12,47,26961
1903-03-13,57,25355
1903-03-14,44,27481
1903-03-15,41,28441
1903-03-16,29,26630
1903-03-17,55,29642
1903-03-18,37,24483
1903-03-19,44,27953
1903-03-20,52,26583
1903-03-21,56,24900
1903-03-22,30,24773
1903-03-23,62,24710
1903-03-24,26,30204
1903-03-25,49,25272
1903-03-26,38,27290
1903-03-27,62,27541
1903-03-28,45,25367
1903-03-29,54,28784
1903-03-30,73,26373
1903-03-31,40,29174
1903-04-01,57,24635
1903-04-02,41,26194
1903-04-03,62,28180
1903-04-04,41,25988
1903-04-05,37,25770
1903-04-06,24,30164
1903-04-07,47,27648
1903-04-08,59,26647
1903-04-09,38,27051
1903-04-10,34,28494
1903-04-11,22,27102
1903-04-12,69,29587
1903-04-13,57,29507
1903-04-14,28,29048
1903-04-15,54,26623
1903-04-16,46,27279
1903-04-17,53,28994
1903-04-18,50,25855
1903-04-19,46,26037
1903-04-20,30,29348
1903-04-21,45,28880
1903-04-22,54,24927
1903-04-23,70,27164
1903-04-24,48,29084
1903-04-25,52,24507
1903-04-26,70,28348
1903-04-27,52,28839
1903-04-28,29,29335
1903-04-29,61,25568
1903-04-30,37,29481
1903-05-01,73,28349
1903-05-02,45,29400
1903-05-03,64,25771
1903-05-04,49,29644
1903-05-05,52,28049
1903-05-06,27,25901
1903-05-08,27,27014
1903-05-09,45,26197
1903-05-10,83,28556
1903-05-11,62,30310
1903-05-12,30,29607
1903-05-13,46,26826
1903-05-14,81,29283
1903-05-15,44,28076
1903-05-16,40,24335
1903-05-17,43,27641
1903-05-18,40,28928
1903-05-19,58,27861
1903-05-20,78,26353
1903-05-21,91,28585
1903-05-22,35,27856
1903-05-23,37,24534
1903-05-24,31,26317
1903-05-25,19,28695
1903-05-26,51,27345
1903-05-27,35,26107
1903-05-28,53,28719
1903-05-29,52,29968
1903-05-30,44,24886
1903-05-31,44,26922
1903-06-01,44,28632
1903-06-02,38,28031
1903-06-03,35,27007
1903-06-04,63,26502
1903-06-05,31,28233
1903-06-06,80,28006
1903-06-07,42,22753
1903-06-08,33,29999
1903-06-09,76,29089
1903-06-11,47,28796
1903-06-12,41,28781
1903-06-13,31,28915
1903-06-14,106,23751
1903-06-15,58,28453
1903-06-16,38,28071
1903-06-17,21,24298
1903-06-18,40,25514
1903-06-19,32,28610
1903-06-20,49,27590
1903-06-21,39,23468
1903-06-22,61,25861
1903-06-23,40,27468
1903-06-24,35,25974
1903-06-25,62,27844
1903-06-26,45,28063
1903-06-27,56,26130
1903-06-28,35,25667
1903-06-29,44,26282
1903-06-30,65,28671
1903-07-01,47,27660
1903-07-02,22,28012
1903-07-03,32,26917
1903-07-04,64,27604
1903-07-05,34,24570
1903-07-06,39,24436
1903-07-07,47,27665
1903-07-08,60,27707
1903-07-09,36,25318
1903-07-10,19,23500
1903-07-11,81,24713
1903-07-12,30,27800
1903-07-13,30,25460
1903-07-14,58,28631
1903-07-15,26,28009
1903-07-16,36,27878
1903-07-17,59,28953
1903-07-18,55,25654
1903-07-19,58,26386
1903-07-20,42,25613
1903-07-21,59,28727
1903-07-22,42,27071
1903-07-23,121,28544
1903-07-24,38,28251
1903-07-25,61,25236
1903-07-26,37,27052
1903-07-27,47,25556
1903-07-28,63,28968
1903-07-29,29,28310
1903-07-30,39,28513
1903-07-31,50,29242
1903-08-01,35,26719
1903-08-02,39,28951
1903-08-03,37,26107
1903-08-04,57,28692
1903-08-05,37,25785
1903-08-06,39,28919
1903-08-07,63,28799
1903-08-08,64,25360
1903-08-09,76,30026
1903-08-10,38,26651
1903-08-11,37,28471
1903-08-12,35,29092
1903-08-14,33,28881
1903-08-15,47,24749
1903-08-16,32,28464
1903-08-17,21,25549
1903-08-18,41,28326
1903-08-19,59,28433
1903-08-20,74,27834
1903-08-21,31,28569
1903-08-22,52,24554
1903-08-23,53,28519
1903-08-24,29,26315
1903-08-25,24,28972
1903-08-26,36,29487
1903-08-27,37,27546
1903-08-28,50,28520
1903-08-29,41,26031
1903-08-30,43,27610
1903-08-31,37,27393
1903-09-01,29,29852
1903-09-02,81,28360
1903-09-03,64,28215
1903-09-04,77,28970
1903-09-05,67,25988
1903-09-06,68,28689
1903-09-07,34,26859
1903-09-08,34,28905
1903-09-09,42,28676
1903-09-10,41,27557
1903-09-11,20,29783
1903-09-12,58,26972
1903-09-13,52,25783
1903-09-14,37,25247
1903-09-15,33,28442
1903-09-16,37,28448
1903-09-17,57,29038
1903-09-18,46,28744
1903-09-19,48,25782
1903-09-20,38,25508
1903-09-21,45,25854
1903-09-22,32,29717
1903-09-23,45,28075
1903-09-24,53,28122
1903-09-25,45,28827
1903-09-26,29,25717
1903-09-27,25,25885
1903-09-28,70,26944
1903-09-29,53,29397
1903-09-30,39,27766
1903-10-01,37,28565
1903-10-02,43,28184
1903-10-03,52,26192
1903-10-04,27,22895
1903-10-05,41,24912
1903-10-06,47,29889
1903-10-07,37,27718
1903-10-08,77,28586
1903-10-09,44,29155
1903-10-10,41,26572
1903-10-11,64,26524
1903-10-12,37,24759
1903-10-13,90,28554
1903-10-14,57,27357
1903-10-15,59,29204
1903-10-16,50,29808
1903-10-17,39,29955
1903-10-18,90,26552
1903-10-19,62,31073
1903-10-20,47,26282
1903-10-21,66,27518
1903-10-22,47,27724
1903-10-23,62,28782
1903-10-24,43,25877
1903-10-25,59,26886
1903-10-26,42,24046
1903-10-27,42,29161
1903-10-28,38,25981
1903-10-29,36,29339
1903-10-30,40,27174
1903-10-31,34,27174
1903-11-01,69,27551
1903-11-02,30,25074
1903-11-03,45,28706
1903-11-04,43,26919
1903-11-05,58,28414
1903-11-06,30,27350
1903-11-07,46,29332
1903-11-08,69,24321
1903-11-09,28,25311
1903-11-10,43,28552
1903-11-11,46,26387
1903-11-12,54,23811
1903-11-13,55,27829
1903-11-14,63,23922
1903-11-15,37,28505
1903-11-16,74,26664
1903-11-17,76,29231
1903-11-18,52,27264
1903-11-19,59,28066
1903-11-20,34,28282
1903-11-21,51,24791
1903-11-22,22,27006
1903-11-23,39,25845
1903-11-24,57,26556
1903-11-25,45,26723
1903-11-26,44,26466
1903-11-27,58,28962
1903-11-28,36,26126
1903-11-29,72,25877
1903-11-30,37,23244
1903-12-01,27,27346
1903-12-02,70,26919
1903-12-03,36,28901
1903-12-04,52,29792
1903-12-05,67,25645
1903-12-06,56,25305
1903-12-07,24,24816
1903-12-08,33,30649
1903-12-09,56,27522
1903-12-10,31,27407
1903-12-11,41,27906
1903-12-12,64,27784
1903-12-13,39,25952
1903-12-14,48,25585
1903-12-15,62,28529
1903-12-16,43,28509
1903-12-17,37,23119
1903-12-18,59,25318
1903-12-19,43,26286
1903-12-20,67,28919
1903-12-21,32,26418
1903-12-22,59,30666
1903-12-23,21,27281
1903-12-24,46,28192
1903-12-25,49,27374
1903-12-26,61,26789
1903-12-27,33,27232
1903-12-28,66,25816
1903-12-29,39,30416
1903-12-30,73,29178
1903-12-31,47,28846
1904-01-01,58,30167
1904-01-02,64,27121
1904-01-03,71,29370
1904-01-04,19,26127
1904-01-05,54,29855
1904-01-06,33,27734
1904-01-07,42,28104
1904-01-08,67,29818
1904-01-09,57,27510
1904-01-10,71,29009
1904-01-11,55,26345
1904-01-12,52,30409
1904-01-13,51,29925
1904-01-14,29,24670
1904-01-15,41,28137
1904-01-16,54,27114
1904-01-17,50,27401
1904-01-18,51,28333
1904-01-19,67,28214
1904-01-20,46,28772
1904-01-22,45,29146
1904-01-23,64,26740
1904-01-24,49,24420
1904-01-25,43,26005
1904-01-26,47,29294
1904-01-27,74,27575
1904-01-30,56,26548
1904-01-31,45,26451
1904-02-02,46,28785
1904-02-04,59,26620
1904-02-05,43,28049
1904-02-19,54,28702
1904-02-21,79,24907
1904-02-22,25,25984
1904-02-25,66,27881
1904-02-26,45,27983
1904-03-02,26,25615
1904-03-03,77,28355
1904-03-04,78,28614
1904-03-10,32,27488
1904-03-20,36,26237
1904-03-21,61,26529
1904-03-24,43,28699
1904-03-28,32,24392
1904-03-30,49,28285
1904-04-05,51,29969
1904-04-11,39,26286
1904-04-12,91,30401
1904-04-13,77,28341
1904-04-14,35,26628
1904-04-15,40,27544
1904-04-16,40,28583
1904-04-17,48,27982
1904-04-18,31,24019
1904-04-19,43,28934
1904-04-20,37,26469
1904-04-21,51,26021
1904-04-23,33,26554
1904-04-24,69,28051
1904-04-25,31,25791
1904-04-26,53,29839
1904-04-27,36,27920
1904-04-28,51,27532
1904-04-29,59,30428
1904-04-30,28,26065
1904-05-01,56,26464
1904-05-02,26,23651
1904-05-05,43,27888
1904-05-06,55,29557
1904-05-07,65,26167
1904-05-08,54,28253
1904-05-09,48,23993
1904-05-10,39,30008
1904-05-11,38,28516
1904-05-12,48,28066
1904-05-13,51,29562
1904-05-14,85,26440
1904-05-15,62,29248
1904-05-16,35,26366
1904-05-17,36,30011
1904-05-18,44,27867
1904-05-19,65,27930
1904-05-20,47,30220
1904-05-21,52,30526
1904-05-22,78,29437
1904-05-23,36,26703
1904-05-24,46,29061
1904-05-25,30,28642
1904-05-26,37,27692
1904-05-27,50,29447
1904-05-28,36,27494
1904-05-29,21,28187
1904-05-30,46,24588
1904-05-31,40,29591
1904-06-01,38,26613
1904-06-02,42,28470
1904-06-03,73,28846
1904-06-04,52,28737
1904-06-05,37,27290
1904-06-06,38,26829
1904-06-07,52,29234
1904-06-08,37,27933
1904-06-09,63,28478
1904-06-10,47,29344
1904-06-11,32,30822
1904-06-12,38,26860
1904-06-13,27,24825
1904-06-14,48,30035
1904-06-15,64,28066
1904-06-16,50,29364
1904-06-17,54,28031
1904-06-18,48,27352
1904-06-19,30,27463
1904-06-20,37,25634
1904-06-21,38,27756
1904-06-22,45,29276
1904-06-23,55,28041
1904-06-24,38,28923
1904-06-25,21,26710
1904-06-26,51,30329
1904-06-27,39,25769
1904-06-28,31,30168
1904-06-29,32,28958
1904-06-30,25,27796
1904-07-01,31,28286
1904-07-02,47,29885
1904-07-03,27,27294
1904-07-04,36,23800
1904-07-05,54,29377
1904-07-06,27,28282
1904-07-08,44,29066
1904-07-09,39,27115
1904-07-10,73,30388
1904-07-11,22,24796
1904-07-12,40,30119
1904-07-13,53,29027
1904-07-14,40,29114
1904-07-15,90,28770
1904-07-16,38,27388
1904-07-17,38,28907
1904-07-18,34,26075
1904-07-19,70,29981
1904-07-20,29,29051
1904-07-21,43,28439
1904-07-22,57,28430
1904-07-23,83,27716
1904-07-24,53,30092
1904-07-25,40,27086
1904-07-26,50,29887
1904-07-27,46,27071
1904-07-28,38,27754
1904-07-29,54,30275
1904-07-30,39,24499
1904-07-31,36,28495
1904-08-01,48,26050
1904-08-02,46,28703
1904-08-03,51,28869
1904-08-04,32,27603
1904-08-05,45,29256
1904-08-06,35,28169
1904-08-07,31,31194
1904-08-08,21,25336
1904-08-09,65,30758
1904-08-12,32,28694
1904-08-13,37,26979
1904-08-14,55,30184
1904-08-16,49,30591
1904-08-17,35,27812
1904-08-18,38,28415
1904-08-19,51,30016
1904-08-20,46,27735
1904-08-21,32,29944
1904-08-22,56,28221
1904-08-23,58,30565
1904-08-24,34,30298
1904-08-25,39,27924
1904-08-26,48,29865
1904-08-27,35,25648
1904-08-28,43,29853
1904-08-29,62,26721
1904-08-30,60,30706
1904-08-31,41,29188
1904-09-01,26,28315
1904-09-02,58,29662
1904-09-03,61,27222
1904-09-04,56,29715
1904-09-05,40,25331
1904-09-06,83,29998
1904-09-07,48,28304
1904-09-08,27,28651
1904-09-11,49,28640
1904-09-13,59,30648
1904-09-15,35,28352
1904-09-17,72,26562
1904-09-18,42,26159
1904-09-19,28,26132
1904-09-21,28,29957
1904-09-23,29,29271
1904-09-24,47,26008
1904-09-25,64,24596
1904-09-26,39,27045
1904-09-28,32,27059
1904-09-29,59,27097
1904-09-30,34,30376
1904-10-02,33,21470
1904-10-03,63,26224
1904-10-05,31,27244
1904-10-06,40,27067
1904-10-10,59,25420
1904-10-24,38,24990
1904-10-25,51,29375
1904-10-27,57,27073
1904-10-28,46,28088
1904-11-05,58,28828
1904-11-06,60,23437
1904-11-17,47,26762
1904-11-18,59,29392
1904-11-21,40,25381
1904-11-25,47,29954
1904-11-26,49,27558
1904-11-27,31,24293
1904-12-02,41,29372
1904-12-04,70,22604
1904-12-05,35,26119
1904-12-06,60,29877
1904-12-07,72,29011
1904-12-08,40,27729
1904-12-09,59,27457
1904-12-10,43,29869
1904-12-11,79,24718
1904-12-12,50,24861
1904-12-13,57,28769
1904-12-14,52,28016
1904-12-15,50,28472
1904-12-16,22,27891
1904-12-17,51,28839
1904-12-18,44,24289
1904-12-19,55,25187
1904-12-22,28,27023
1904-12-23,30,25625
1904-12-24,40,25776
1904-12-25,76,23348
1904-12-26,53,28608
1904-12-27,29,29291
1904-12-28,57,29346
1904-12-30,53,25860
1905-01-03,39,27837
1905-01-14,30,28828
1905-01-16,57,22162
1905-01-17,50,28405
1905-01-18,63,26422
1905-01-19,50,27192
1905-01-20,33,28090
1905-01-21,54,26189
1905-01-22,23,21734
1905-01-23,37,26101
1905-01-24,42,28384
1905-01-25,40,26984
1905-01-26,28,27946
1905-01-27,36,28027
1905-01-30,28,26622
1905-01-31,40,30596
1905-02-01,55,26465
1905-02-02,43,26790
1905-02-03,78,28093
1905-02-04,52,29464
1905-02-05,67,26776
1905-02-06,51,24784
1905-02-08,50,27582
1905-02-09,40,27902
1905-02-10,40,25428
1905-02-11,52,29299
1905-02-12,63,22949
1905-02-13,31,26137
1905-02-14,31,26724
1905-02-15,38,26125
1905-02-16,52,26548
1905-02-17,40,26967
1905-02-18,56,25803
1905-02-19,42,24036
1905-02-20,31,26075
1905-02-21,61,29325
1905-02-22,41,27534
1905-02-23,51,25774
1905-02-24,26,28089
1905-02-28,38,28084
1905-03-01,40,27302
1905-03-02,45,29217
1905-03-03,35,27387
1905-03-04,44,25902
1905-03-05,64,25545
1905-03-06,54,25951
1905-03-07,26,29552
1905-03-10,59,28731
1905-03-11,51,25161
1905-03-13,67,25455
1905-03-14,68,28667
1905-03-15,30,26780
1905-03-16,30,26406
1905-03-17,57,27837
1905-03-18,28,26239
1905-03-19,29,25371
1905-03-20,46,26928
1905-03-21,35,29395
1905-03-22,60,27002
1905-03-23,68,29183
1905-03-24,41,26833
1905-03-25,35,28770
1905-03-26,67,24193
1905-03-28,36,26830
1905-03-29,42,27451
1905-03-30,55,28920
1905-03-31,84,27202
1905-04-02,30,22844
1905-04-03,61,26631
1905-04-04,43,28699
1905-04-05,53,27904
1905-04-06,46,29048
1905-04-07,37,28226
1905-04-08,55,29192
1905-04-09,24,25108
1905-04-10,77,25692
1905-04-11,36,29675
1905-04-12,58,27028
1905-04-13,27,28509
1905-04-14,28,36625
1905-04-15,37,28690
1905-04-16,64,24525
1905-04-17,39,26520
1905-04-18,49,29062
1905-04-19,67,35925
1905-04-20,77,29379
1905-04-21,66,28151
1905-04-22,86,27286
1905-04-23,16,26992
1905-04-24,42,23605
1905-04-27,64,27344
1905-04-29,38,36640
1905-04-30,44,20124
1905-05-01,28,26594
1905-05-02,48,30178
1905-05-03,65,27833
1905-05-04,49,27987
1905-05-05,54,27972
1905-05-06,46,37446
1905-05-07,35,27657
1905-05-08,35,26455
1905-05-09,29,30264
1905-05-10,52,28701
1905-05-11,66,26901
1905-05-12,50,29032
1905-05-13,53,26410
1905-05-14,64,27865
1905-05-15,47,26599
1905-05-16,33,31019
1905-05-17,34,36859
1905-05-18,46,29330
1905-05-19,63,28227
1905-05-20,60,30830
1905-05-21,32,28055
1905-05-22,42,27435
1905-05-23,66,30046
1905-05-24,54,37361
1905-05-25,66,28337
1905-05-26,61,29681
1905-05-27,51,36290
1905-05-28,71,26891
1905-05-29,46,28030
1905-05-30,62,29680
1905-05-31,36,36378
1905-06-01,46,29408
1905-06-02,59,29750
1905-06-03,47,38026
1905-06-07,24,36642
1905-06-08,41,28250
1905-06-09,41,29902
1905-06-10,63,30265
1905-06-11,51,27718
1905-06-15,63,29313
1905-06-16,59,29421
1905-06-20,29,29326
1905-06-22,43,29447
1905-06-23,46,28407
1905-06-24,31,30300
1905-06-25,38,24245
1905-06-26,35,26464
1905-06-27,18,30762
1905-06-28,34,28744
1905-06-29,53,27650
1905-06-30,35,30041
1905-07-01,41,29062
1905-07-02,70,22947
1905-07-03,42,25979
1905-07-04,52,28660
1905-07-05,38,26826
1905-07-06,33,30051
1905-07-07,52,29071
1905-07-08,34,29238
1905-07-09,55,25565
1905-07-11,41,29793
1905-07-12,60,26882
1905-07-13,65,28963
1905-07-14,51,29608
1905-07-15,40,26724
1905-07-16,31,24534
1905-07-17,39,26758
1905-07-18,56,28211
1905-07-19,46,28401
1905-07-20,99,29779
1905-07-21,43,29640
1905-07-22,97,27908
1905-07-23,44,26643
1905-07-24,48,26036
1905-07-25,46,29197
1905-07-26,61,28050
1905-07-27,53,30354
1905-07-28,40,30125
1905-07-29,56,24531
1905-07-30,59,25718
1905-07-31,49,25258
1905-08-01,52,29435
1905-08-02,38,29869
1905-08-03,47,30137
1905-08-04,47,29787
1905-08-06,58,27082
1905-08-07,38,27144
1905-08-08,85,29144
1905-08-09,43,28417
1905-08-10,42,28500
1905-08-11,41,30151
1905-08-13,58,26646
1905-08-14,34,27868
1905-08-15,40,28045
1905-08-16,36,30347
1905-08-17,38,30635
1905-08-18,64,30347
1905-08-19,49,29706
1905-08-20,55,27942
1905-08-21,45,27085
1905-08-22,30,30555
1905-08-23,45,29828
1905-08-24,58,28262
1905-08-25,55,30463
1905-08-26,36,27518
1905-08-27,57,26253
1905-08-28,30,27282
1905-08-29,53,31181
1905-08-30,61,29733
1905-08-31,59,30479
1905-09-01,57,27171
1905-09-02,32,25535
1905-09-03,35,26749
1905-09-05,47,30862
1905-09-06,57,28504
1905-09-07,38,29800
1905-09-08,66,26442
1905-09-09,49,27140
1905-09-10,57,24094
1905-09-11,68,26344
1905-09-15,37,28241
1905-09-16,71,26792
1905-09-17,34,19610
1905-09-18,55,26140
1905-09-19,67,30192
1905-09-20,34,29913
1905-09-21,57,29998
1905-09-22,48,29773
1905-09-23,53,26528
1905-09-24,60,22451
1905-09-25,29,24423
1905-09-26,37,29575
1905-09-27,52,29742
1905-09-28,93,28812
1905-09-29,78,30073
1905-09-30,27,26776
1905-10-01,52,21715
1905-10-03,46,29685
1905-10-04,50,28561
1905-10-05,56,30015
1905-10-06,38,28358
1905-10-07,86,26174
1905-10-08,70,26841
1905-10-09,36,26458
1905-10-12,25,29275
1905-10-13,69,27822
1905-10-14,39,29232
1905-10-15,64,25016
1905-10-16,34,26729
1905-10-17,44,28310
1905-10-18,43,28215
1905-10-19,68,28307
1905-10-20,54,27513
1905-10-21,47,28157
1905-10-22,67,24067
1905-10-23,39,24779
1905-10-24,55,28955
1905-10-25,54,28279
1905-10-26,49,28572
1905-10-27,63,28967
1905-10-28,50,35086
1905-10-29,61,27907
1905-10-30,43,27214
1905-10-31,77,30523
1905-11-01,50,27123
1905-11-02,48,27639
1905-11-03,36,29072
1905-11-04,72,29344
1905-11-05,33,34972
1905-11-06,29,26037
1905-11-07,49,35514
1905-11-08,33,28506
1905-11-09,48,28785
1905-11-10,19,30212
1905-11-11,40,30400
1905-11-12,73,27830
1905-11-13,47,25468
1905-11-14,50,29860
